dataset,method,seed,C,tol,time_s,n_iter,primal_obj,accuracy,precision,recall,f1,auc
a9a,DCD_L1_perm,242,0.001,1,0.09684634208679199,8,12.284136277064022,0.8442639732477991,0.7253218884120172,0.572557876905703,0.639949510886715,0.8973365679450132
a9a,DCD_L1_perm,42,0.01,1,0.2692403793334961,64,120.37837534923175,0.8491093973930253,0.7249732810830067,0.5857800805987334,0.647985989492119,0.9007934705478026
a9a,DCD_L1_perm,142,0.01,1,0.2410905361175537,39,120.34017750580705,0.8489046611615368,0.7308219178082191,0.5991016282987086,0.6584387534711509,0.9033956036506932
a9a,DCD_L1_perm,242,0.01,1,0.17227864265441895,39,119.58246701192091,0.846106599331195,0.7192504258943782,0.5959909655561829,0.6518449899644897,0.898842291641437
a9a,DCD_L1_perm,42,0.1,1,2.3789384365081787,481,1199.7550531052575,0.8485634341090562,0.7245080500894454,0.582901554404145,0.6460360504067635,0.9012296140014562
a9a,DCD_L1_perm,142,0.1,1,1.8205008506774902,346,1199.0410154228089,0.8492458882140176,0.7327141382868937,0.5979786636720943,0.658525274385531,0.9036793569971981
a9a,DCD_L1_perm,242,0.1,1,1.7197461128234863,333,1191.5533405110648,0.8461748447416911,0.7236111111111111,0.5883681535855448,0.6490189971971349,0.8989881937215759
a9a,DCD_L1_perm,42,1.0,1,20.693665504455566,3986,11994.25969451487,0.8484269432880639,0.7217699115044248,0.5869314910765688,0.6474043498968091,0.9010307770815652
a9a,DCD_L1_perm,142,1.0,1,15.365213632583618,3071,11986.02405072396,0.8497918514979867,0.731699012597889,0.6033127456485121,0.6613325126942606,0.9038028567811051
a9a,DCD_L1_perm,242,1.0,1,17.398882627487183,3345,11908.794785886512,0.8465160717941719,0.7239348804987876,0.5900621118012422,0.650178876963758,0.899214390224083
a9a,DCD_L1_perm,42,10.0,1,28.380706548690796,5000,121274.5827083041,0.8466525626151641,0.7156414762741652,0.5860679332181923,0.6444057604051274,0.8985249478020898
a9a,DCD_L1_perm,142,10.0,1,30.29584789276123,5000,121489.15949770686,0.8469255442571487,0.7143321416964575,0.6170690623245367,0.6621479138424462,0.901750391116399
a9a,DCD_L1_perm,242,10.0,1,28.941627502441406,5000,120609.09902495342,0.8462430901521872,0.7104146261834803,0.6143421795595708,0.65889477668433,0.8982410490395136
a9a,DCD_L1_perm,42,100.0,1,34.70976519584656,5000,2473339.503357007,0.6802020064150686,0.4201370585134423,0.9176741508347726,0.5763876333393599,0.8515828005909797
a9a,DCD_L1_perm,142,100.0,1,34.31077766418457,5000,1493898.053809769,0.8021565549716781,0.7196819085487077,0.304884896125772,0.42831788601853676,0.8555187444018197
